Lang,Text,Author,Location,Service
en,axisbank rbi axisbanksupport axis bank demanding foreclosure charge rm informed would foreclosure charge total blackmailing never take loan axis bank mob advance power control system,Nareshbatr78141,,loan
en,rt ishafoundation g india science summit isha yoga center delegate participate summit isha sp,RajaNandhana,,card
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,manishkrtiwary,Australia,insurance
en,rbi hdfc bank wife hdfc credit card charged unauthorized transaction r th july pm detail bkg hotel booking c n filed complaint immediately please help revert fraud transaction asap,garvit543,,card
en,cute thing store noticed gift card window ear map yet gift card perfect birthdsay coming shop http co oe yrrx un giftideas present giftidea fashion gift piercings caranabystreet http co nxgghin oz,Metalpiercing,London,card
en,idbi bank able access loan easy access website clicking website showing service unavailable need download final certificate suggest need done,Niladri1028,,loan
en,rt azphofficial allianz pnb life finalist two category th asia trusted life agent amp adviser award insuranc,triciasunset,,insurance
en,dhirens hi dhiren shah since received response closing case request contact u toll free write u customersupport tataaig com assistance regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,realtuckfrumper said would care anyway need pay crime get jail free card end,onlyshelterpets,,card
en,rajivmehta sad see denial hdfc unfortunately way private company whether insurance banking make money go lic licindiaforever,MishraPankaj_,"Gurgaon, India",insurance
en,finminindia axis bank personal loan pre closure done last month full loan amount deducted sb c july month emi deducted sb c itis totally unfair loan amount fully paid already ground bank authority taking money,Sathyan96573684,,loan
en,syed tanfiz please avoid sharing sensitive information may misused fraudsters result financial loss personal detail like mobile number id address proof emi card number etc social medium platform please share via dm,Bajaj_Finance,India,emi
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,saurabh94508889,India,insurance
en,maainaak hi mainak would like help please share email id contact number via dm help u connect amp share necessary information caringly team bajaj allianz general insurance http co lyrvgdxzz,BajajAllianz,Pune,insurance
en,edward au customer longer afford ware took loan cannot service normal irs blame maybe apra size loan country savvy investor rba victim depending way rate go,Darkblo00m,Sydney,loan
en,rt datta arvind many bank chasing jio finance launch co branded credit card surprised one launched n,KPA_Indian,Bangalore,card
en,bo joshk adamhommey karilakewarroom karilake abrahamhamadeh defense better never joe biden potus reading cue card right stay sleeping country better,Screenguy69,"Auckland, NZ",card
en,come shubman gill exclusive association insurance brand bajajallianzlic shubmangill cm mile kkalpu read article http co q p zrsg http co yekp pgecw,ITVNewz,"Mumbai, India",insurance
en,good job lawrenz imagine many people learnt pod form inclusive quite disheartening bank never tell neither insurance company creating enough awareness http co c x nj,Stake2Boom,Boom HQ,insurance
en,abhealthin policybajarcom aditya birla fraud company taken health insurance mother policy bajar also help never ever take policy aditya birla fool people give soo much stress never give approval reject,MahezabinL,,insurance
en,makemytripcare amount inr provide aditya birla health insurance claim insurance provide amount amount provided paid greater,PraveenKum14207,,insurance
en,rt duopoly yishay major rjmcmurphy shift turbo biden intentionally used hero act scotus would kill,rjmcmurphy91,,loan
en,akashsi hi akash manage query related sbi credit card sbi debit card bank related query please connect theofficialsbi visit http co mcnedpapda,SBICard_Connect,India,card
en,hdfc ergo worst possible health insurance anyone buy like reject health insurance based fact disease might preexisting claim specialist doctor catch disease preexisting lesion help,agarta98,,insurance
en,rt icicilombard rescue waterlogged vehicle insider tip gaurav arora chief underwriting claim property amp casual,suryapr83397913,"Bhagalpur, Bihar, India",insurance
en,axisbanksupport could please confirm flipkart axis bank credit card reward point update devaluateyd flipkart axisbank credit card latest reward program feature,Jarvis_0793,Earth,card
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,AyushChelani,"Gurgaon, India",insurance
en,respeculator shakeypremis get island approved fed backed loan test prep everything oofies,GhostFroman,"A Based Hut, on Z Beach...",loan
en,reduce stress organizing finance last minute repayment loan emis planned advance click learn http co vgesqplzct bajajfinserv bajajfinance,Bajaj_Finserv,India,emi
en,rt abhishe bought macbook pro worth amazon using amazon pay icici credit card receive cashba,sudhanshucs0102,,card
en,pmayurban year loan sanctioned icici bank still received subsidy icici give response kuch kariye uclap id c,others_lea50375,,loan
en,bajaj finserv supposed newly created insta emi card buy anything flipkart amazonin online store wasted r,Hindu_Hai_humm,,emi
en,kotak mahindra life insurance company kotak life announced launch latest campaign advisorsforlife link http co misqztay kotakmahindralifeinsurancecompany advisorsforlife la rm etbrandequity,ETBrandEquity,Mumbai,insurance
en,long build seen icici lombard general insurance company hdfc asset management company aurobindo pharma short build seen abb india shree cement vodafone idea,marketsday,"Salem, India",insurance
en,rt vimleshrajbansi capitecbanksa loan statement domestic helper loan amount r initiation fee p,djmaronz,"Johannesburg, South Africa",loan
en,cred club nt count expense bangalore cred social mutually try fraud cheat trial first amp reason expense count shown paid bt due amp due set credit card bt cred help paytm axis bank fake bpos amp nt count rbi,agent6799,Mumbai,card
en,one stop solution financial problem ppm personal portfolio management stockmarket longterm investment trading algotrading lic life insurance health insurance childfutureplanning educationforall http co mi yy h,pisgloball,"Aligarh, India",insurance
en,krishna dear krishna would like evaluate case help best possible solution request dm registered mobile number e mail id policy detail u analyse update earliest regard tata aig general insurance co,TATAAIGIndia,"Mumbai, India",insurance
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,rairakeshranjan,"सिवान, भारत",loan
en,rt randomorders anujsinghal hdfc bank deep trouble liability asset many unsolicited spam loan call expone,randomorders,,loan
en,rd round credit card cancellation notice axis bank full detail discussion prevent http co yayvemm axis bank messed genuine spender get notification becomes harassment time check last month,TechnoFino,India,card
en,hdfc bank hdfc life fraud outfit trust insurance outfit falsify document,TrevorD70793860,,insurance
en,dot india trai get respite spam caller asking credit card loan dnd app enough vicustomercare bajaj finserv education institution harassing u everyday http co hvjxjlkeb,prakashpn007,,loan
en,rt itsqfa finnifty weightage hdfc bank icici bank kotak mahindra bank axis bank state bank india baj,DC_gammatrader,,insurance
en,rt eladnehorai mass shooting florida child killed gun people without house mil,RuthKenney8,"Eugene, OR",insurance
en,aggressivedem republicanrehab q estrada jon doe jeffschlueter micheleisdone salspua cl ntonserver shellyrkirchoff whurensohn realdoctort texasangler bluekomand troypallotto sumatrasue soyboyroy uselogicplease enrelchi newer deal michellmybell scouple manoloh cleeseraymond livez jennie sc boballard deplorable krissy jamie wisconsin omgbeckytree lauriespoon kimberlymckeeve gingercat romeoalpha themikewest ryuge daclementmusic codeofpets erockdouble usorthem chuckblakeman born cuss blueselmwood ianlstrain wrldtrvlr hirdman lossignmakrdect bartrardo ypowaves joebiden insurance cost become unaffordable,ReganLieutenant,,insurance
en,impressed bajaj allianz life insurance tech driven approach towards making life coverage hassle free embracing innovation seamless insurance experience insurancetech lifecoverage http co fncvugt eg,Messier51exo,Planet earth,insurance
en,applied credit card hdfc bank last month received till contact bank giving proper response please look hdfc bank hdfcbank care,JeromeJ97262027,,card
en,icicilombard jharkhandcmo jharkhandpolice consumerforum tvsmotorcompany getting scammed icici lombard insurance around day passed solution complaint saying pay claim reference mot,nandlalv222,,insurance
en,bajaj finserv app service fingertip loan detail emi payment credit score get done bajaj finserv app download app http co lebslj rbc http co mgt ptglwm,Bajaj_Finance,India,emi
en,perk amp saving time bts shopping apply new simon american express credit card cardless start earning reward today gurneemills http co l bl g rck http co uua zalom,GurneeMills,"Gurnee, Illinois",card
en,theofficialsbi hi friend went sbi bank open saving account minor yr debit card refused open said go online option open saving bank account sbi branch branch name sbi laheriasari,imsauravsk,,card
en,sbi contactless debit card charge http co dkeosiw wd talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,rajivmehta correct thats believe lic insurance http co n mvzh qas waste got cheated aegonlife aegonlife made fool name rider critical illness,kaushalnitb,"Chennai, India",insurance
en,brixxbelvy follower being type human never name mortgage lease afford liability insurance hoopty,LIGHTSKINTELEV2,"ATLANTA, & WHEREVER TF i be at",insurance
en,axisbank axisbanksupport rbi nsitharaman already closed axis bank saving account one year ago also deposited passbook cheque book amp debit card bank send debit card kindly closed account account detail mahabidya samantaray acc,armaan22811,,card
en,dear hdfc bank sending money back debit card account dormant last year one active year even sending credit card free earth strategy,prameshp1,Ahmedabad,card
en,axisbanksupport axisbatoday got call axis bank customer care loan think work customer work ek baar loan ke liye click kya kr diya saala call krke hi presaan krne lge gajab ka bank hai saala ek baar bol diye ki dnd active kr http co yv emmxz,sauravk55273072,,loan
en,coming day wallet balance paytm amazon pay bajaj pay like apps send india post office saving account,mrinaldeb_11,"West Bengal ,India",savings
en,karunas hi karuna surely look meanwhile please dm u email id contact detail well faster communication caringly team bajaj allianz general insurance http co sanfy dq c,BajajAllianz,Pune,insurance
en,rt karna ocw mass credit card cancellation axis bank,amolssj5,"Mumbai, India",card
en,icicibank care icicibank wanted know cersai charge payed cheque icici dont option bank representative enforcing pay cheque mode loan acc lbvri account,natraj_naveen,,loan
en,shift turbo biden already forgiven billion student debt total biden harris admin approved billion student loan debt million borrower biden discharged billion student loan debt day ago guy trump authentic http co yivspw cdj,caligirl1879,"Los Angeles, CA",loan
en,hdfc life q preview hdfc life insurance expected report annualised premium equivalent ape r crore quarter ended june company release result july hdfclife,marketsday,"Salem, India",insurance
en,atharvapal hi atharva particular issue facing u please share via dm along policy amp contact number email id assist better caringly team bajaj allianz general insurance http co fzbcf psu,BajajAllianz,Pune,insurance
en,rt pgdynes world biggest jacuzzi ocean temperature near shore south florida reached blistering degree chance,soffbrownie,,insurance
en,icicibank rbi multiple time continue harassment icici credit card employee always pay minimum icici bank credit card payment every month,KULDEEP41778844,,card
en,hdfcbank care automated call selling hdfc bank credit card stop spamming hdfcbank top spammer,adhirasy,Ahmedabad,card
en,rt thisisinsider right reward credit card help make money go look marriottbonvoy ad,Emmizunik88,"D144 Marine Quarters, Warri, ",card
en,yishay major shift turbo sacrificed worker covid economy infrastructure still joke mass shooting still happen every day student loan forgiveness never happened try new list,radical_polisci,,loan
en,shift turbo take entirely much money student loan lender ever exactly everyone left vote blue matter crowd said,FFBuddyGuy,Stankchuary City,loan
en,idfcfirstbank people time calling take loan want give loan give vvaidyanathan wife torture,PawanGowdru1,Shivamogga,loan
en,bajaj finserv card get pre approved loan inr lakh amp enjoy benefit cost emi million product apply bajaj finserv insta emi card link http co ykjws j http co puutsszjnu,ViralOfferIndia,India,emi
en,boost saving summer get extra new certificate deposit learn bank better summer special help http co clzgsppi member fdic http co dosage,Northwest_Bank,"Spencer, Iowa",savings
en,get deal fire as card http co vuej dfcg,Bubba_Bear_,,card
en,c ward going use loan farm land taken ulani jihadist buy ak first protect people right self defence right life endnigerianowtosavelives http co ye jngvnxi http co u pfjka,MovementDsp,,loan
en,seanwats vuwildcat hi join start earning money sofi checking saving earn apy pay account fee use link sign get bonus set direct deposit http co j ua ejgo,B71Ryan,"Ellicott City, MD",savings
en,hdfcbank care applied personal loan day however satisfactory response received following concerned officer email revert received worst service ever hdfc bank hdfcbanknews,singh89santosh,,loan
en,axisbanksupport flipkartsupport flipkart applied flipkart axis bank credit card get offer flipkart gift card first transaction till got r flipkart gift card,Shivprakash081,,card
en,morgfair pretty sure fl gaining resident insurance scam fl area regular storm damage especially ca use drone check backyard inventory please someone get canceled canceled know word,DanLemke5,,insurance
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,MuraliVishwanad,,insurance
en,pranav customer bank apply card refer link http co lvjiecv information card,TheOfficialSBI,,card
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,Jagdish62792371,,insurance
en,pnb account number search name http co hjgx qrp talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,caramiababyy wafu rn martinslewis people think pay rent believe pay mortgage lol rent maintenance house insurance ect landlord buy responsibility maintaining home alone trust cheap,hearnoevil23,"Grays, East",insurance
en,fraud aditya birla health insurance took money issue policy paid phone number email id dr govindsharma gmail com adityabirla rbi news adityabirlamumbai trending viral,drgovindsharma1,New Delhi,insurance
en,theofficialsbi recently took housing loan sbi racpc madhapur hyderabad raised debit request without intimating really mandatory would like purchase property insurance others sbi general insurance pls needful rbi http co wmvdq xnfk,iamshivagadde,Hyderabad,insurance
en,pahushamwarihwedu buildingmemories enjoy great value voice data sm combo bundle get physical card amp e voucher slip econet shop ok bon march tm picknpay ecocash fca wallet dial convert usd airtime smart usd bundle http co sgg ntoghy,econetzimbabwe,Zimbabwe,card
en,bajaj finserv need help able activate emi card due mistake please help,Pragyaparamesh,"Bhubaneswar, India",emi
en,rt radicaladem bank lending yoy across consumer private debt fading quickly amid bank tightening loan demand fading meanwhile b,TheFedisWeak,Long $NOPE,savings
en,rt time shift turbo let also forget bankruptcy bill pushed senator bill also contributed,aacoek,w/the Big Damn Heroes,loan
en,sudhirkasandesh hi sudhir apology inconvenience however team already connected kindly apply reimbursement assist furthermore request cooperation caringly team bajaj allianz general insurance,BajajAllianz,Pune,insurance
en,coming v smart vault work like defi saving account utilize protocol user deposit selected strategy position managed automatically adopted le experienced defi user earn realyield http co qyyy gvu,Tender_fi,Arbitrum,savings
en,bus accident year back drink drive case driver people died people lic life insurance loss company also many injured hospital charge many source income family fantasy nothing http co jjf yno w,Anishkumarsahoo,Odisha,insurance
en,rt vimleshrajbansi capitecbanksa loan statement domestic helper loan amount r initiation fee p,NellzGqiba,🏡QTN🇿🇦/Beijing🇨🇳Seoul🇰🇷,loan
en,rupay npci would great launch sticker based rupay platinum debit card axis bank yes bank already told day ago bank stopped issuing rupay platinum debit card saving account holder http co oo wwq uoo,AbhiChtrj,,card
en,bajaj allianz general insurance launch new motor insurance offering v pay bajajallianz http co dl nh bfuj,kashmirobserver,"Srinagar, Kashmir",insurance
en,rt rajivmehta reason given hdfc declining accidental claim always check term policy condition blindly buying,ramprasad844,,insurance
en,rt unravelingsky shinee moment shine random trading card hq scan watermarked online use thread non watermarked,onmoonbht,SHINee World ♡ Neo City,card
en,rt karna ocw mass credit card cancellation axis bank,PolaYuvraj,,card
en,get pnb customer id http co iyimvip kd talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,India,insurance
en,ekaathu themahavir ramanisumit dmuthuk nobody us health insurance every year unless extremely unlucky case often time insurance company reject claim cancel policy disallow renewal hike price unrealistic amount,murtuzi,Internet,insurance
en,bajaj finserv rblbank even bajaj finserv bajaj finance able solve previous query emi card already filed complaint irda bajaj finserv,DeepakKamboj79,,emi
en,sat pal bhanoo appointed managing director life insurance corp lic india effect date assumption charge appointment cxomovement read http co w q rmt,ETHrWorld,India,insurance
en,yadusreedhar hi thank bringing attention please send contact number email id via dm surely get stopped priority caringly team bajaj allianz general insurance http co sanfy dq c,BajajAllianz,Pune,insurance
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,l0vingphs1,florida,loan
en,l tkemuncher aleftistmoniker micchiato dziga betterworld chrismu billvillayne shift turbo demparty actually served american ppl legalizing weed canceling student loan debt lowering price prescription drug etc bidens clintonsdemparty right way bc corrupt rightwing propaganda would fall apart http co yzi lcxcav,Serienjunkie007,,loan
en,shift turbo well seeing u supreme court overturned student loan forgiveness biden trying might able without another lawsuit tying everything,TenCraftsmen,"Tennessee, USA",loan
en,rt drprashantmish battle lost time forced car dealer want car loan sbi psu bank mo,LPicussa,,loan
en,american express card come best category multiplier help reach travel goal sooner http co lyuihtfl,princeof_travel,Canada 🇨🇦,card
en,faiznaik getpeid nothingindias used axis bank debit card discount preorder bonus discount,akarshtogari,"Guledgudda, India",card
en,trai icicibank visited icici bank branch didnt disclose name number personal info two time day atleast wife started getting call icici bank account free credit card etc getting info presence,aigis_nalian,,card
en,flipkartsupport flipkart dear flipkart given opportunity take loan axis bank flipkart account decided avail loan also applied however facing difficulty verifying account registered,dk_oneandall,"Karnataka, India",loan
en,libhawkish saying pragmatically lot cut employer deduction regressive increase reliance employer provided insurance reduces freedom worker hurt insurance market,micah_erfan,Houston,insurance
en,rbi bajaj finserv bajaj finance bursting people personal loan giving loan year recovering st emi recovering interest nsitharaman finminindia pmoindia,salim121292,"Mandal, India",loan
en,rt tamafries fire emblem three manuelas messy classy party cocktail card manuelazine fe h http co ig wvp u,ArthurFromN9,"Phoenix, AZ",card
en,rt curryputtar friend took home loan bajaj finance offering low interest rate account guy auto debited fu,RajuSalla5,,emi
en,best credit card debit card variation created cardwisechoice ultimate reloadable visa mastercard american express card card reloadable visit shop http co e jogdpfc http co oi tp hbx,Cardwisechoice,united kingdom,card
en,adityabirlagrp abslmf aditya birla team trying get health insurance renewed since rd jul till received payment link office even cont follow policy ghi bf kindly look amp help renew,PrasadPillai74,,insurance
en,hello hdfc bank hdfcbank care password reset error say debit card using also official mail something reset password page mail clue le helpless could pls help matter,iamramesh_k,"Pune, India",card
en,rt sallypipes short term plan provide cost effective coverage million like biden attempt limit attack patient,DarcieLJ,"Arlington, VA",insurance
en,sbicard connect paid amount timely recieved call harrasment sbi credit card bad service suggest axis bank credit card place sbi card fake call customer data safe sbi bank bad http co c oimvs f,APgovernment9,"Bouy-Luxembourg, France",card
en,rt rairaiashu kotakgeneral kotakbankltd kotak life hi team struggling get claim settlement car damage cc team marke,RaiRaiashu,"Sector 82, Noida",insurance
en,axisbanksupport flipkart axis bank credit card visa card u want convert rupay please help,iam_raheman_srk,Nanded,card
en,abhealthin bad amp highly unreliable never suggest aditya birla health insurance,sarveshlkw,"Mumbai, India",insurance
en,rt iciciprulife world leading batsman surya kumar got field covered batting similarly challenge,bellam_mahendar,Rachapalli  ,insurance
en,cred support hi kotak mahindra bank refused grant refund wrong credit card payment account response beneficiary bank done payment th june please help cred support,HappyAggarwal18,,card
en,canarabank take crop loan canara bank make cibil score reduce upto level despite repaying renewing loan day accounting procedure worst deduct interest every month loan amount n,B_Obul_Reddy,"Anantapur, India",loan
en,sanjeevhyd irdaindia please help year old woman aditya birla sun life insurance abcapital issued pension policy using fraudulent tactic pay premium many lac year next year wait pension please help ask refund mu money thanks,old_woman_72,India,insurance
en,rt clinicpesa choose best option deposit fund either saving account clinicpesamamas account toda,EstherPoya,Kampala Uganda,savings
en,congratulation save win winner june still time get deposit july drawing get info save win http co sh bh l q http co wbizgr x,DiamondValleyCU,"Evansville, IN",savings
en,bought macbook pro worth amazon using amazon pay icici credit card receive cashback bill generated customer executive say go talk bank problem amazonhelp,Abhishe20979293,,card
en,karunas hi karuna understand concern pertains bajaj allianz general insurance please reach team bajajallianz assistance,BajajAllianzLIC,"Pune, Maharashtra, India",insurance
en,bluedartcares hdfc bank debit card awb delivered got message delivery mob visit local office amp talking converned delivery person delivered anonther person without otp matter serious convern,CA_JATIN,,card
en,reliancegenin dear sir madam crop insured shgbank reliance insurance co ltd crop insurance scheme crop damaged due olavarstity rain insurance company also fixed compensation crop yet received http co k avu mu,MaheshY57072579,,insurance
en,rt eladnehorai mass shooting florida child killed gun people without house mil,ScienceTynan,They/Them,insurance
en,vphalsamkar dear varsha would like evaluate case help best possible solution request dm registered mobile number e mail id policy number u analyse update earliest regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,nithin dha go far unregulated bajaj finance rascal extend loan shady people get business done callup everyone case fail sanjivrbajaj earnestly hope u drown way high interest u trap people,ringaringa626,,loan
en,mgm mlb sgp insurance luis robert home run insurance max u gamblingtwitter whitesox http co n jgerik w,Longshot_Bets,"Chicago, IL",insurance
en,rt hdfclife securing every move board life hdfc life insurance plan hdfclife saruthakejiyo internationalchess,i_aniketpatkar,"Pune, India",insurance
en,finminindia financial discipline bhubaneswar th december pnb bank oriental bank commerce classified account npa th april even afterclassification asset npa deposited r loan account till auction,PrabirK41333488,"Orissa, India",loan
en,kimarielennon hsbc uk would take offence ok bank loan asked one thing money ffs,MarcJambon202,UK & C.I.,loan
en,drprashantmish single bank account since sbi significant transaction applied credit card bank refused got call bank apology said apply refused,Parshuram2705,,card
en,meeting manager state bank india indian bank indian overseas bank canara bank vellore regarding loan sanction uyegp pmegp need pmfme aabcs scheme government tamil nadu http co ycndq rjr,dr_bhaskaran,Mylapore Tiruvallike,loan
en,gurlfierii girl good looking even homie agreed,Emi_foxx,,emi
en,gromepow max cash refi based guru suggestion combine tax insurance cash flow difficult find,TheProfitZeroK,No where.  ,insurance
en,hdfc bank cancelled emi included credit card statement registered numerous time complain customer care told get credited bill generated worst bank http co jnvjsanth,max_ujjwal,,card
en,mrcrj rider hi mahesh team tried reach call connect reach anything else help regard sbi general insurance,sbigeneral,"Mumbai, India",insurance
en,thrilled introduce m pinky mehta vice president bombay chamber commerce industry m mehta director aditya birla sun life insurance co ltd brings wealth knowledge experience esteemed position http co qizw nq rn,BombayChamber,Mumbai,insurance
en,potus administration shamelessly notified n govt longer engaging pattern gross violation human right allowing country qualify u int l loan financial assistance tigray justice tigray http co ogbuvye j,BriGalTigray3,,loan
en,finminindia nsitharaman nsitharamanoffc meaindia pibahmedabad ddnewsgujarati airnews abad ddnewslive airnewsalerts pib india mib india give bajaj finance permission take interest personal loan poor people country dying loan recovered year,salim121292,"Mandal, India",loan
en,amitgadekar dear amit made note concern concerned department get touch within working hour regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,rt tv newsnow canara bank auction ycp mla sridhar reddy property loan evasion case tv tv news http co ekteyqmrmu,DMahi9999,,loan
en,rt bnm official illegal deposit taking idt jeopardises saving stay vigilant make informed choice participating,muhab77,Ampang,savings
en,axisbanksupport magic happens axis bank show new statement th july new rate interest loan original term month loan balance term month nothing le fraud,singh_utpal,"Navi Mumbai, India",loan
en,sat pal bhanoo appointed managing director life insurance corp lic india,MeelBijendra,"Rajasthan, India",insurance
en,rt shahbazrana pakistan received nearly billion le budgeted loan last fiscal year due inability revive,RehmanTassawar,"Peshawar, Pakistan",loan
en,rt bajaj finance bajaj finance savdhaanraheinsaferahein beware fraudsters use fakeads loan know step prevent,DanikaSiddharth,,loan
en,rt peterfgallagher change management quote day leadershipofchange change management leadership leader change ignore,SLGallagher,"Edinburgh, Scotland",card
en,meeting manager state bank india indian bank indian overseas bank canara bank vellore regarding loan sanction uyegp pmegp need pmfme aabcs scheme government tamil nadu http co e g x sgxm,dr_bhaskaran,Mylapore Tiruvallike,loan
en,magnumpotus sickfemme kid stay parental insurance day long still paying insurance premium matter scraping together max pocket money year insurance cover transition surgery long therapist letter,Hilbabe,Somewhere hot and thirsty,insurance
en,calling fresh grad passion persuasion take business world storm applying company get employee discount flexitime set medical insurance benefit apply http co rsq lafkl vajobs workfromhome http co phzbbytst,kalibrr,"Metro Manila, Philippines",insurance
en,want drive greater customer experience insurance customer engage employee increase productivity expeflow autonomous assistant insurance insurtech rpa futureofclaims http co f j j ogf http co p ywphhsa,jamesvgingerich,"Waterloo, Ontario Canada",insurance
en,rgarg thank sharing detail u get back within hour regard tata aig general insurance co ltd,TATAAIGIndia,"Mumbai, India",insurance
en,idr hour rt amp follow zoidswild tweet text get guaranted free zwa nft card zwa nft card ea end th july get need log zwa play zwa http co hg tce qm zwa,chitaglorya3rd,twitter ,card
en,shahh first pay debt open high apy saving account deposit k daughter college fund would buy k worth gold left would invest stock,alexezmarey,"Los Angeles, CA",savings
en,abhealthin aditya birla health insurance activ assure active assure diamond plan policy number reimbursement claim id,dushyantgolchha,,insurance
en,babbal would request kindly check airtel axis credit card status axis bank customer helpline telephone website http co yxiunztaiy reach u need assistance thank vishal,Airtel_Presence,India,card
en,american express gold card v chase sapphire reserve cnet http co n h tbqx e,myrss1,,card
en,cmd canara bank sir applying education loan vidya luxmi portal canara bank branch code kasya dose attend loan application today branch manager said application rejected kindly provide application rejected http co nt r b,r_mridul1,,loan
en,standard bank mobile app provision available strange hdfc user friendly option home loan mobile app partial prepayment use write email customer service hdfc need improve,Twitt2PS,"Ahmadabad City, India",loan
en,william ruto kept lying campaign trail take loan burden kenyan taking loan imf high cost living presently partly loan uhuruto regime took amp ended people pocket http co jpbfd sl,Mandela_O1,"Nairobi, Kenya🇰🇪",loan
en,sbi elite credit card joining fee amp annual fee free movie ticket worth per year know http co qoqqkl f,Select_Finology,,card
en,attention consumer want share harrowing experience max life insurance name parveen kumar dubey purchased lac term policy maxlifeins little know would turn nightmare maxlifeinsurance,Rajeev9891,"New Delhi, India",insurance
en,rt datta arvind many bank chasing jio finance launch co branded credit card surprised one launched n,anil7kishan,New Delhi,card
en,hoppeamelon higher interest rate saving time deposit compared sa traditional bank pdic member din mostly research join fb group pra compare yung benefit work best happy saving,Jdc1985plhiv,Republic of the Philippines,savings
en,bajaj finserv amount r deducted ec saving account icici bank without information outstanding amount company although dont taken loan bajaj finance dont know reason deduction kindly refund,sazharudeen,salem,loan
en,today reliance demerged financial service unit separate entity jio financial service market source believe corporate giant use entity set consumer lending insurance financial ops got fintech industry worried,PratikBhakta_89,"Bengaluru, India",insurance
en,axisbanksupport axisbank got instant loan credit card want foreclose dd aditya birla finance pay close instant loan credit card week axis bank clue,SajTanAye,"Bengaluru South, India",loan
en,terrible tragedy anand mahindra pregnant woman run mahindra finance loan recovery agent http co lef bm,BandanaMrs,"KOLKATA ,West Bengal .INDIA .",loan
en,kiwi app loot lifetime free rupay card http co nqutigin get cashback st scan pay anywhere done using credit card kiwi app best card frequent upi user axis bank detail http co f hwf fb http co gqoznvhqtf,DealBeeOfficial,India,card
en,rt stoute sa listen democratic alliance da president john steenhuisen allegedly found loophole legal system use cap,MkhumulaBhantsi,Lapha nalaphaya,loan
en,rt pnbindia grow saving added insurance benefit pnb secured saving account info visit http co cuzhtkbdhh,prajeshfarand,Chandīgarh ,insurance
en,suicide notice suicide totally responsibility kotak mahindra bank kotak mahindra insurance company anandmahindra rahulgandhi udaykotak nicmeity tatacompanies mahindrarise,Harwinder78833,"Chandigarh, India",insurance
en,extra axis citi bank credit debit card,TheOffersCo,India,card
en,gokiwinow hi kiwi team received virtual card set pin via axis bank app unable set kiwi credit card kiwi app please help,_Rkprabhu,,card
en,imprince understand concern axis bank credit card offer would like inform receive flipkart gift voucher r within day completion first transaction merchant card,flipkartsupport,India,card
en,rt vot tdf potus admin notified gov longer engaging pattern gross violation human right allowing coun,natb_k,,loan
en,sbicard connect paying sbi credit card bill debit card found option pay indian bank debit card powered master card,RajendraKadu16,,card
en,mobikwikswat mobikwik r mene th july ko payment kiya hai wo bhi mobikwik se th july ko bhje hue link se fir bhi charge show hai please remove charge mujhe next emi ka payment karna jai please remove cheges update kya servise hai bajaj finance ka bhi easha nai hai http co ncjcyubslt,Patel9135499666,,emi
en,get flexi personal loan affordable rate bajajmarkets flexipersonalloan bajajfinserv loan http co joqkuylb n http co ioida apve,BWIndia,New Delhi,loan
en,rbi axisbank axisbanksupport unfortunate big bank like axis resort unscrupulous method unauthorised debit money customer account lieu debit card charge advanced notification http co sfzmoc tye,SJ65330069,,card
en,icicibank hi icici bank team holding icici bank credit card want know eligible icici bank coral credit card,affan489,,card
en,fridayfeedback lovely hear able play small part making member big day extra special getting married find saving borrowing wedding co op credit union http co ny b dzzz http co qqcosmp mz http co f qc dvhi,CoopCreditUnion,Manchester,loan
en,icicibank dear icici bank writing today express frustration loan closure process account number poor service bank,HARISHMITH,Jalgaon,loan
en,axisbank forced buy aditya birla health insurance taking loan renewed thrice recently got situation claim abhealthin denied saying old ailment actually cheater sale mantra,dushyantgolchha,,insurance
en,dear team emi deposited one penelty emi deposit want new loan rif card block please request active card purches iteams mobile number bajaj finserv bajajfinserv http co aoto qlv,imkk786,Bhilwara ,emi
en,lic release q result tomorrow hoping impressive profit figure state owned insurer let wait watch lic q result insurance,Dhiman09Nup,"New Delhi, India",insurance
en,chrisvondoom also none card like dollar piece cardboard fuck sake,_Mizzet_,He / Him,card
en,rt datta arvind many bank chasing jio finance launch co branded credit card surprised one launched n,4670de2475d64cd,,card
